"label"	"H1hESC.expr"	"HepG2.expr"	"K562.expr"	"MCF7.expr"	"SKNSH_RA.expr"	"A549.expr"	"GM12878.expr"	"IMR90.expr"	"SKNSH.expr"	"AG04450.expr"	"BJ.expr"	"HUVEC.expr"	"HeLaS3.expr"	"NHEK.expr"	"NHLF.expr"	"H1hESC.peakCount"	"HepG2.peakCount"	"K562.peakCount"	"MCF7.peakCount"	"SKNSH_RA.peakCount"	"A549.peakCount"	"GM12878.peakCount"	"IMR90.peakCount"	"SKNSH.peakCount"	"AG04450.peakCount"	"BJ.peakCount"	"HUVEC.peakCount"	"HeLaS3.peakCount"	"NHEK.peakCount"	"NHLF.peakCount"	"H1hESC.foldChange"	"HepG2.foldChange"	"K562.foldChange"	"MCF7.foldChange"	"SKNSH_RA.foldChange"	"A549.foldChange"	"GM12878.foldChange"	"IMR90.foldChange"	"SKNSH.foldChange"	"AG04450.foldChange"	"BJ.foldChange"	"HUVEC.foldChange"	"HeLaS3.foldChange"	"NHEK.foldChange"	"NHLF.foldChange"	"peakCountSumRaw"	"peakCountSum"	"exprCount"	"PSIave"	"FoldChangeave"	"FoldChangeaveGroup"	"FoldChangeVar"	"PSIVar"	"peakFracExpr"	"peakFracExprGroup"	"pearsonCorr"	"pearsonCorrPvalue"	"wilcoxCorrPvalue"	"alpha"	"M"	"j"
"182750"	"chr5:140021455-140021638_+"	0.97143	0.5942	0.90598	0.84058	1	1	1	0.92513	0.88679	1	1	0.93421	0.84615	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.926964666666667	0.458292666666667	"(0,5]"	3.15048252480667	0.0118680107552381	0.0666666666666667	NA	-0.845017755474639	7.32159963625559e-05	NA	0.05	7251	124
"182751"	"chr5:140021455-140021638_+"	0.97143	0.5942	0.90598	0.84058	1	1	1	0.92513	0.88679	1	1	0.93421	0.84615	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.926964666666667	0.458292666666667	"(0,5]"	3.15048252480667	0.0118680107552381	0.0666666666666667	NA	-0.845017755474639	7.32159963625559e-05	NA	0.05	7251	125
"182752"	"chr5:140021455-140021638_+"	0.97143	0.5942	0.90598	0.84058	1	1	1	0.92513	0.88679	1	1	0.93421	0.84615	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.926964666666667	0.458292666666667	"(0,5]"	3.15048252480667	0.0118680107552381	0.0666666666666667	NA	-0.845017755474639	7.32159963625559e-05	NA	0.05	7251	126
"182753"	"chr5:140021455-140021638_+"	0.97143	0.5942	0.90598	0.84058	1	1	1	0.92513	0.88679	1	1	0.93421	0.84615	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.926964666666667	0.458292666666667	"(0,5]"	3.15048252480667	0.0118680107552381	0.0666666666666667	NA	-0.845017755474639	7.32159963625559e-05	NA	0.05	7251	127
"18845"	"chr11:65359447-65359561_+"	0.70186	1	1	1	1	1	1	1	1	1	1	0.92265	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	13.15153	0	0	0	0	0	0	0	0	0	0	9.26528	0	7.04452027717134	0	4	4	15	0.974967333333333	1.96408868514476	"(0,5]"	17.897768236291	0.00610506900666667	0.2	"(0.133,0.2]"	-0.842773504396078	7.99310005877607e-05	0.00502054325052759	0.05	7251	128
"26203"	"chr12:122616839-122616930_+"	0.82738	0.78109	1	1	1	1	1	0.94074	1	1	1	0.93238	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	17.91181	9.78996	0	0	0	0	0	0	0	0	0	12.00227	0	0	0	3	3	15	0.965439333333333	2.646936	"(0,5]"	32.54547761494	0.00484906209238095	0.2	"(0.133,0.2]"	-0.840482140190739	8.73029290747072e-05	0.00118821630475564	0.05	7251	129
"33913"	"chr12:57891940-57892056_+"	0.98936	1	1	1	1	1	1	1	1	1	0.99339	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.24321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.99885	0.949547333333333	"(0,5]"	13.5246020736067	9.79029999999998e-06	0.0666666666666667	NA	-0.839046067632989	9.22023394640386e-05	NA	0.05	7251	130
"33914"	"chr12:57891940-57892056_+"	0.98936	1	1	1	1	1	1	1	1	1	0.99339	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.24321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.99885	0.949547333333333	"(0,5]"	13.5246020736067	9.79029999999998e-06	0.0666666666666667	NA	-0.839046067632989	9.22023394640386e-05	NA	0.05	7251	131
"5045"	"chr10:48270456-48270592_+"	NA	NA	NA	1	NA	0.4958	NA	NA	NA	NA	NA	NA	1	0.992	NA	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9.41803	0	0	10.34431	0	0	0	0	0	0	0	0	0	2	1	4	0.87195	2.5860775	"(0,5]"	26.751187344025	0.0628981433333333	0.25	"(0.2,0.267]"	-0.999886936040364	0.000113063959635956	NA	0.05	7251	132
"134952"	"chr21:47735388-47735461_-"	0.96235	1	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18.94384	0	9.41803	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	0.9968625	2.36348916666667	"(0,5]"	34.5941264122811	0.000118126875	0.166666666666667	"(0.133,0.2]"	-0.887749568001944	0.000115920436906655	NA	0.05	7251	133
"134953"	"chr21:47735388-47735461_-"	0.96235	1	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18.94384	0	9.41803	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	0.9968625	2.36348916666667	"(0,5]"	34.5941264122811	0.000118126875	0.166666666666667	"(0.133,0.2]"	-0.887749568001944	0.000115920436906655	NA	0.05	7251	134
"134950"	"chr21:47734630-47734794_-"	0.91424	1	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18.94384	0	9.41803	0	0	0	0	0	0	0	0	0	0	0	0	2	2	12	0.992853333333333	2.36348916666667	"(0,5]"	34.5941264122811	0.000612898133333333	0.166666666666667	"(0.133,0.2]"	-0.887749568001944	0.000115920436906655	NA	0.05	7251	135
"34701"	"chr12:6439433-6439461_-"	0.957	1	1	0.99144	0.99062	0.996	1	0.99165	1	0.99446	0.99257	0.97497	1	0.9901	0.99646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.991684666666667	0.415302	"(0,5]"	2.58713626806	0.00013441056952381	0.0666666666666667	NA	-0.827634161460737	0.000139788627165586	NA	0.05	7251	136
"34702"	"chr12:6439433-6439461_-"	0.957	1	1	0.99144	0.99062	0.996	1	0.99165	1	0.99446	0.99257	0.97497	1	0.9901	0.99646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.991684666666667	0.415302	"(0,5]"	2.58713626806	0.00013441056952381	0.0666666666666667	NA	-0.827634161460737	0.000139788627165586	NA	0.05	7251	137
"18842"	"chr11:65359271-65359344_+"	0.65714	1	1	1	1	1	1	1	1	1	1	0.9267	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	13.15153	0	0	0	0	0	0	0	0	0	0	9.26528	0	7.04452027717134	0	4	4	15	0.972256	1.96408868514476	"(0,5]"	17.897768236291	0.00795570904	0.2	"(0.133,0.2]"	-0.82737861606901	0.000141049038990872	0.00502054325052759	0.05	7251	138
"18843"	"chr11:65359271-65359344_+"	0.65714	1	1	1	1	1	1	1	1	1	1	0.9267	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	13.15153	0	0	0	0	0	0	0	0	0	0	9.26528	0	7.04452027717134	0	4	4	15	0.972256	1.96408868514476	"(0,5]"	17.897768236291	0.00795570904	0.2	"(0.133,0.2]"	-0.82737861606901	0.000141049038990872	0.00502054325052759	0.05	7251	139
"5042"	"chr10:48267171-48267229_+"	NA	NA	NA	1	NA	0.85428	NA	1	NA	NA	NA	NA	1	0.98945	NA	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9.41803	0	0	15.98667	0	0	0	0	0	0	0	0	0	2	1	5	0.968746	3.197334	"(0,5]"	51.11472353778	0.00411538958	0.2	"(0.133,0.2]"	-0.997461267920027	0.000153494815487022	NA	0.05	7251	140
"5043"	"chr10:48267171-48267229_+"	NA	NA	NA	1	NA	0.85428	NA	1	NA	NA	NA	NA	1	0.98945	NA	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9.41803	0	0	15.98667	0	0	0	0	0	0	0	0	0	2	1	5	0.968746	3.197334	"(0,5]"	51.11472353778	0.00411538958	0.2	"(0.133,0.2]"	-0.997461267920027	0.000153494815487022	NA	0.05	7251	141
"225029"	"chr9:139562693-139562814_+"	1	1	0.73803	1	0.96087	1	NA	0.92308	0.9239	1	1	0.50169	NA	1	NA	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6.05445	0	0	0	0	0	0	0	0	10.83909	6.37616	5.06365	0	4	3	12	0.920630833333333	1.82976583333333	"(0,5]"	12.691479281372	0.0231442377174242	0.25	"(0.2,0.267]"	-0.879713128345998	0.000161519975639752	0.148938233384195	0.05	7251	142
"225030"	"chr9:139562693-139562814_+"	1	1	0.73803	1	0.96087	1	NA	0.92308	0.9239	1	1	0.50169	NA	1	NA	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	6.05445	0	0	0	0	0	0	0	0	10.83909	6.37616	5.06365	0	4	3	12	0.920630833333333	1.82976583333333	"(0,5]"	12.691479281372	0.0231442377174242	0.25	"(0.2,0.267]"	-0.879713128345998	0.000161519975639752	0.148938233384195	0.05	7251	143
"236791"	"chrX:55029395-55029541_+"	0.9759	1	1	1	1	1	1	1	0.99216	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11.43607	0	0	0	0	0	0	0	0	0	0	0	6.0422	0	0	2	2	15	0.997870666666667	1.165218	"(0,5]"	10.4947059337171	4.10189066666667e-05	0.133333333333333	"(0.0667,0.133]"	-0.820704609352988	0.000177432063258768	NA	0.05	7251	144
"236792"	"chrX:55029395-55029541_+"	0.9759	1	1	1	1	1	1	1	0.99216	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11.43607	0	0	0	0	0	0	0	0	0	0	0	6.0422	0	0	2	2	15	0.997870666666667	1.165218	"(0,5]"	10.4947059337171	4.10189066666667e-05	0.133333333333333	"(0.0667,0.133]"	-0.820704609352988	0.000177432063258768	NA	0.05	7251	145
"83433"	"chr17:79234038-79234194_-"	0.87072	1	1	1	0.97345	1	1	0.9322	0.98096	1	1	0.94755	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.980325333333333	0.5172	"(0,5]"	4.0124376	0.00138015695523809	0.0666666666666667	NA	-0.816178296220508	0.00020623680363849	NA	0.05	7251	146
"54120"	"chr15:65042542-65042580_-"	0.95626	NA	NA	1	1	1	NA	1	1	1	NA	1	NA	NA	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	29.29136	17.21799	25.56322	0	6.31596	6.3648	0	5.88706	10.71424	9.15753	11.12707	6.1722	0	8.17784	7.76369	12	8	9	0.99514	9.07409333333333	"(5,10]"	66.127122148875	0.0002125764	0.888888888888889	"(0.867,0.933]"	-0.932317628194197	0.000248468921658319	NA	0.05	7251	147
"54121"	"chr15:65042542-65042580_-"	0.95626	NA	NA	1	1	1	NA	1	1	1	NA	1	NA	NA	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	29.29136	17.21799	25.56322	0	6.31596	6.3648	0	5.88706	10.71424	9.15753	11.12707	6.1722	0	8.17784	7.76369	12	8	9	0.99514	9.07409333333333	"(5,10]"	66.127122148875	0.0002125764	0.888888888888889	"(0.867,0.933]"	-0.932317628194197	0.000248468921658319	NA	0.05	7251	148
"137009"	"chr22:29755813-29755948_-"	1	1	1	1	1	1	1	1	1	1	0.98905	0.9846	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	23.08382	38.82011	0	16.36817	28.67254	15.29106	19.47764	19.24529	20.11484	45.11251	57.80046	69.26575	13.59495	21.25799	32.99567	14	14	15	0.998243333333333	28.0733866666667	"(25,30]"	328.254820966495	2.21981666666666e-05	0.933333333333333	"(0.867,0.933]"	-0.803196881062346	0.000310792502603317	NA	0.05	7251	149
"126991"	"chr1:986106-986217_+"	0.86376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	15	0.990917333333333	2.17124466666667	"(0,5]"	23.4968835715552	0.00123742250666667	0.2	"(0.133,0.2]"	-0.794960132720416	0.00039715018362907	0.0667530151696345	0.05	7251	150
"126992"	"chr1:986106-986217_+"	0.86376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	15	0.990917333333333	2.17124466666667	"(0,5]"	23.4968835715552	0.00123742250666667	0.2	"(0.133,0.2]"	-0.794960132720416	0.00039715018362907	0.0667530151696345	0.05	7251	151
"126993"	"chr1:986106-986217_+"	0.86376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	15	0.990917333333333	2.17124466666667	"(0,5]"	23.4968835715552	0.00123742250666667	0.2	"(0.133,0.2]"	-0.794960132720416	0.00039715018362907	0.0667530151696345	0.05	7251	152
"126994"	"chr1:986106-986217_+"	0.86376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	15	0.990917333333333	2.17124466666667	"(0,5]"	23.4968835715552	0.00123742250666667	0.2	"(0.133,0.2]"	-0.794960132720416	0.00039715018362907	0.0667530151696345	0.05	7251	153
"126988"	"chr1:985807-985971_+"	0.8731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	15	0.99154	2.17124466666667	"(0,5]"	23.4968835715552	0.001073574	0.2	"(0.133,0.2]"	-0.794960132720416	0.000397150183629072	0.0667530151696345	0.05	7251	154
"126989"	"chr1:985807-985971_+"	0.8731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	15	0.99154	2.17124466666667	"(0,5]"	23.4968835715552	0.001073574	0.2	"(0.133,0.2]"	-0.794960132720416	0.000397150183629072	0.0667530151696345	0.05	7251	155
"126990"	"chr1:985807-985971_+"	0.8731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	15	0.99154	2.17124466666667	"(0,5]"	23.4968835715552	0.001073574	0.2	"(0.133,0.2]"	-0.794960132720416	0.000397150183629072	0.0667530151696345	0.05	7251	156
"206764"	"chr7:16840775-16840827_-"	NA	1	NA	0.99874	NA	0.98731	NA	NA	NA	NA	NA	NA	1	1	NA	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	21.6184	0	18.91347	14.19551	0	22.37242	0	0	0	0	4	1	5	0.99721	4.32368	"(0,5]"	93.471043712	3.09257999999999e-05	0.2	"(0.133,0.2]"	-0.995175633566678	0.00040195715096245	NA	0.05	7251	157
"131961"	"chr20:60904194-60904309_-"	0.89474	0.85654	1	1	0.97959	1	NA	1	1	1	NA	0.89744	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7.43107	8.59695	0	0	0	0	7.0363	0	0	0	0	0	0	0	0	3	2	13	0.971408461538461	1.23292461538462	"(0,5]"	9.11391752112692	0.0026640309974359	0.153846153846154	"(0.133,0.2]"	-0.832825679429624	0.000408897166919255	NA	0.05	7251	158
"131962"	"chr20:60904194-60904309_-"	0.89474	0.85654	1	1	0.97959	1	NA	1	1	1	NA	0.89744	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7.43107	8.59695	0	0	0	0	7.0363	0	0	0	0	0	0	0	0	3	2	13	0.971408461538461	1.23292461538462	"(0,5]"	9.11391752112692	0.0026640309974359	0.153846153846154	"(0.133,0.2]"	-0.832825679429624	0.000408897166919255	NA	0.05	7251	159
"131963"	"chr20:60904194-60904309_-"	0.89474	0.85654	1	1	0.97959	1	NA	1	1	1	NA	0.89744	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	7.43107	8.59695	0	0	0	0	7.0363	0	0	0	0	0	0	0	0	3	2	13	0.971408461538461	1.23292461538462	"(0,5]"	9.11391752112692	0.0026640309974359	0.153846153846154	"(0.133,0.2]"	-0.832825679429624	0.000408897166919255	NA	0.05	7251	160
"122837"	"chr1:45480612-45480678_+"	1	1	0.98599	1	1	1	1	0.99363	1	0.99616	1	0.99536	1	0.9962	0.99374	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.68943	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.997405333333333	2.31262866666667	"(0,5]"	80.2237702483267	1.61268123809523e-05	0.0666666666666667	NA	-0.786379031664145	0.000507005608886466	NA	0.05	7251	161
"59421"	"chr16:19639016-19639127_+"	1	NA	1	0.52852	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.31214	0	0	0	0	0	0	0	0	0	0	5.82276	2	2	14	0.966322857142857	1.00963571428571	"(0,5]"	6.82500811841099	0.0158780993142857	0.142857142857143	"(0.133,0.2]"	-0.804527511770259	0.000520940263068674	NA	0.05	7251	162
"59422"	"chr16:19639016-19639127_+"	1	NA	1	0.52852	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8.31214	0	0	0	0	0	0	0	0	0	0	5.82276	2	2	14	0.966322857142857	1.00963571428571	"(0,5]"	6.82500811841099	0.0158780993142857	0.142857142857143	"(0.133,0.2]"	-0.804527511770259	0.000520940263068674	NA	0.05	7251	163
"74305"	"chr17:39967115-39967286_-"	1	1	1	1	1	0.98722	NA	0.97799	0.97254	0.99129	0.99455	0.98896	1	0.85906	0.95707	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4.71277	0	0	8.74183	0	2	2	14	0.98062	0.961042857142857	"(0,5]"	6.59225735354506	0.00139062732307692	0.142857142857143	"(0.133,0.2]"	-0.801000563147999	0.000575215634115045	NA	0.05	7251	164
"68991"	"chr16:89958601-89958683_+"	0.93194	1	0.95726	1	1	1	0.97126	1	1	1	1	0.99194	1	0.98537	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.989184666666667	0.339792666666667	"(0,5]"	1.73188584480667	0.000414949126666667	0.0666666666666667	NA	-0.777419083653781	0.000646928198338013	NA	0.05	7251	165
"104821"	"chr1:120510700-120510855_-"	1	1	NA	0.96346	0.96831	1	NA	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	19.52749	33.9676	21.56069	0	0	23.78436	63.47397	11.24396	24.57495	27.0105	24.31606	39.06713	32.77146	22.54088	28.0011	13	11	13	0.994751538461538	22.0619607692308	"(20,25]"	143.073318733358	0.000165110430769231	0.846153846153846	"(0.8,0.867]"	0.816153133540351	0.00066667031826495	NA	0.05	7251	166
"104822"	"chr1:120510700-120510855_-"	1	1	NA	0.96346	0.96831	1	NA	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	19.52749	33.9676	21.56069	0	0	23.78436	63.47397	11.24396	24.57495	27.0105	24.31606	39.06713	32.77146	22.54088	28.0011	13	11	13	0.994751538461538	22.0619607692308	"(20,25]"	143.073318733358	0.000165110430769231	0.846153846153846	"(0.8,0.867]"	0.816153133540351	0.00066667031826495	NA	0.05	7251	167
"34700"	"chr12:6438944-6439232_-"	0.94308	1	1	0.9636	1	0.99083	1	0.99593	0.99516	1	1	0.97702	1	0.98555	0.99431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0.989698666666667	0.415302	"(0,5]"	2.58713626806	0.000276173055238095	0.0666666666666667	NA	-0.776044793894563	0.000670923446287646	NA	0.05	7251	168
"126985"	"chr1:985613-985709_+"	0.83871	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	14	0.988479285714286	2.32633357142857	"(0,5]"	24.9157946647632	0.00185817600714286	0.214285714285714	"(0.2,0.267]"	-0.794243491771804	0.000691857592612158	0.0817227522986593	0.05	7251	169
"126986"	"chr1:985613-985709_+"	0.83871	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	14	0.988479285714286	2.32633357142857	"(0,5]"	24.9157946647632	0.00185817600714286	0.214285714285714	"(0.2,0.267]"	-0.794243491771804	0.000691857592612158	0.0817227522986593	0.05	7251	170
"126987"	"chr1:985613-985709_+"	0.83871	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	16.10066	9.78996	0	0	0	0	6.67805	0	0	0	0	0	0	0	0	3	3	14	0.988479285714286	2.32633357142857	"(0,5]"	24.9157946647632	0.00185817600714286	0.214285714285714	"(0.2,0.267]"	-0.794243491771804	0.000691857592612158	0.0817227522986593	0.05	7251	171
"34490"	"chr12:6094729-6094831_-"	0.48485	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.99935	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.73143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0.828066666666667	3.24381	"(0,5]"	31.5669099483	0.0883483658333333	0.333333333333333	"(0.267,0.333]"	-0.999999402224192	0.000696088261473936	NA	0.05	7251	172
"34491"	"chr12:6094729-6094831_-"	0.48485	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.99935	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.73143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0.828066666666667	3.24381	"(0,5]"	31.5669099483	0.0883483658333333	0.333333333333333	"(0.267,0.333]"	-0.999999402224192	0.000696088261473936	NA	0.05	7251	173
"34489"	"chr12:6094211-6094285_-"	0.55263	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.99943	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.73143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0.850686666666667	3.24381	"(0,5]"	31.5669099483	0.0666284136333334	0.333333333333333	"(0.267,0.333]"	-0.999999390462565	0.000702902899168092	NA	0.05	7251	174
"126770"	"chr1:970657-970704_+"	0.91948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	12.28611	7.59598	6.05445	0	0	0	0	0	0	0	0	0	0	0	0	3	3	15	0.994632	1.72910266666667	"(0,5]"	14.318345386921	0.00043223136	0.2	"(0.133,0.2]"	-0.771812841190433	0.000749395887481324	0.0667530151696345	0.05	7251	175
"222895"	"chr9:130982267-130982365_+"	1	NA	0.91398	1	1	0.95918	NA	1	0.98087	1	1	NA	NA	NA	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7.4772	0	0	0	16.63125	0	0	0	0	0	0	0	0	2	1	10	0.985403	0.74772	"(0,5]"	5.590851984	0.000811216178888888	0.1	"(0.0667,0.133]"	-0.881104210858448	0.000755605222278541	NA	0.05	7251	176
"222896"	"chr9:130982267-130982365_+"	1	NA	0.91398	1	1	0.95918	NA	1	0.98087	1	1	NA	NA	NA	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7.4772	0	0	0	16.63125	0	0	0	0	0	0	0	0	2	1	10	0.985403	0.74772	"(0,5]"	5.590851984	0.000811216178888888	0.1	"(0.0667,0.133]"	-0.881104210858448	0.000755605222278541	NA	0.05	7251	177
"197932"	"chr6:37138757-37138807_+"	1	1	1	1	1	1	1	1	0.97783	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11.38388	0	0	0	0	0	9.10852	2	2	15	0.998522	1.36616	"(0,5]"	13.1829973757714	3.27672600000001e-05	0.133333333333333	"(0.0667,0.133]"	-0.763272121061139	0.00093049115108572	NA	0.05	7251	178
"197933"	"chr6:37138757-37138807_+"	1	1	1	1	1	1	1	1	0.97783	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11.38388	0	0	0	0	0	9.10852	2	2	15	0.998522	1.36616	"(0,5]"	13.1829973757714	3.27672600000001e-05	0.133333333333333	"(0.0667,0.133]"	-0.763272121061139	0.00093049115108572	NA	0.05	7251	179
"133089"	"chr21:28213317-28213484_-"	1	NA	NA	NA	1	NA	NA	0.99551	0.98983	1	1	1	1	0.9925	0.99581	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9.70355	0	0	0	0	5.0994	0	2	2	10	0.997365	1.480295	"(0,5]"	10.91667001025	1.42180944444444e-05	0.2	"(0.133,0.2]"	-0.873342367795837	0.000963651137421044	NA	0.05	7251	180
"229545"	"chr9:95005498-95005593_-"	1	1	0.97491	0.98206	1	0.99026	1	1	1	1	1	1	0.9814	1	1	1	1	0	1	1	1	1	1	1	2	1	1	0	1	1	17.33917	18.03398	0	9.36254	9.46645	7.57014	21.7827	19.02968	28.51101	24.8842541094146	25.06464	25.37458	0	6.3022	24.90941	14	14	15	0.995242	15.842050273961	"(15,20]"	92.6365144322081	7.51857742857139e-05	0.866666666666667	"(0.8,0.867]"	0.760834777548173	0.000988202188455745	NA	0.05	7251	181
"131835"	"chr20:60885958-60886150_-"	0.91314	0.78205	NA	1	1	1	NA	1	1	NA	NA	0.91696	NA	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.59512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0.961215	1.059512	"(0,5]"	11.22565678144	0.00521108238333333	0.1	"(0.0667,0.133]"	-0.872060659348768	0.00100163695912441	NA	0.05	7251	182
