size	dataType	view	cell	lab	geoSampleAccession	dccAccession	dataVersion	softwareVersion	type	md5sum	geoSampleAccesion	dateSubmitted	controlId	grant	dateResubmitted	origAssembly	treatment	replicate	antibody	control	setType	tableName	protocol	labExpId	localization	rnaExtract	strand	labVersion	labProtocolId	bioRep	project	composite	readType	dateUnrestricted	seqPlatform	spikeInPool	objStatus	subId	filename
1.9M	ChipSeq	Peaks	SK-N-SH_RA	HudsonAlpha	GSM803333	wgEncodeEH001613	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	d1117b5a4cf28a23b50718f9bd9b2870	NA	2010-12-17	SL2905	Myers	NA	NA	None	NA	CTCF	NA	exp	NA	v041610.2	SL2906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsSknshraCtcfV0416102AlnRep0_vs_wgEncodeHaibTfbsSknshraControlV0416102AlnRep2.bb
2.1M	ChipSeq	Peaks	SK-N-SH_RA	HudsonAlpha	GSM803495	wgEncodeEH001616	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	d8a18d4a30f152c46482ff85f1f03955	NA	2010-12-17	SL2905	Myers	NA	NA	None	NA	p300	NA	exp	NA	v041610.2	SL2910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsSknshraP300V0416102AlnRep0_vs_wgEncodeHaibTfbsSknshraControlV0416102AlnRep2.bb
3.2M	ChipSeq	Peaks	SK-N-SH_RA	HudsonAlpha	GSM803497	wgEncodeEH001614	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	1b0581b7ce0af153fa5a2eb4e9fabfa2	NA	2010-12-17	SL2905	Myers	NA	NA	None	NA	Rad21	NA	exp	NA	v041610.2	SL2907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsSknshraRad21V0416102AlnRep0_vs_wgEncodeHaibTfbsSknshraControlV0416102AlnRep2.bb
1.1M	ChipSeq	Peaks	SK-N-SH_RA	HudsonAlpha	GSM803472	wgEncodeEH001621	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	8c76190adfe1ae555e4cb9be38bd79d5	NA	2010-12-22	SL2905	Myers	NA	NA	None	NA	USF1_(SC-8983)	NA	exp	NA	v041610.2	SL2911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsSknshraUsf1sc8983V0416102AlnRep0_vs_wgEncodeHaibTfbsSknshraControlV0416102AlnRep2.bb
890K	ChipSeq	Peaks	SK-N-SH_RA	HudsonAlpha	GSM803498	wgEncodeEH001615	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	afdda44c328149e9cc7627c0d048a752	NA	2010-12-17	SL2905	Myers	NA	NA	None	NA	YY1_(C-20)	NA	exp	NA	v041610.2	SL3639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsSknshraYy1c20V0416102AlnRep0_vs_wgEncodeHaibTfbsSknshraControlV0416102AlnRep2.bb
1.4M	ChipSeq	Peaks	T-47D	HudsonAlpha	GSM803348	wgEncodeEH001656	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	46364c20cb767db7f69c48a5f83669a1	NA	2011-01-21	SL1881	Myers	NA	NA	DMSO_0.02pct	NA	CTCF_(SC-5916)	NA	exp	NA	v041610.2	SL2634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dmso2AlnRep0_vs_wgEncodeHaibTfbsT47dControlV0416102Dmso2AlnRep2.bb
690K	ChipSeq	Peaks	T-47D	HudsonAlpha	GSM803374	wgEncodeEH001556	ENCODE June 2010 Freeze	PeakSeq	bigBed	5fdac998f487466b92c8f22f20e83741	NA	2010-06-22	SL1216	Myers	NA	NA	Genistein_100nM	NA	ERalpha_a	NA	exp	NA	v041610.2	SL1218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsT47dEralphaaPcr2xGen1hAlnRep0_vs_wgEncodeHaibTfbsT47dEralphaaV0416102Dmso2AlnRep0.bb
682K	ChipSeq	Peaks	T-47D	HudsonAlpha	GSM803539	wgEncodeEH001577	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	42b1f1c5316d117723a3b70e447a8824	NA	2010-09-28	SL1216	Myers	NA	NA	Estradiol_10nM	NA	ERalpha_a	NA	exp	NA	v041610.2	SL1217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsT47dEralphaaV0416102Estradia1hAlnRep0_vs_wgEncodeHaibTfbsT47dEralphaaV0416102Dmso2AlnRep0.bb
1.9M	ChipSeq	Peaks	T-47D	HudsonAlpha	GSM803409	wgEncodeEH001588	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	9dfe5da0a7762fb33a090af73d01a807	NA	2010-11-15	SL1881	Myers	NA	NA	DMSO_0.02pct	NA	FOXA1_(C-20)	NA	exp	NA	v041610.2	SL1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsT47dFoxa1c20V0416102Dmso2AlnRep0_vs_wgEncodeHaibTfbsT47dControlV0416102Dmso2AlnRep2.bb
1.8M	ChipSeq	Peaks	T-47D	HudsonAlpha	GSM803514	wgEncodeEH001639	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	395671fe7c98c4f08e87c730b09501f3	NA	2011-01-11	SL1881	Myers	NA	NA	DMSO_0.02pct	NA	GATA3_(SC-268)	NA	exp	NA	v041610.2	SL2636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsT47dGata3sc268V0416102Dmso2AlnRep0_vs_wgEncodeHaibTfbsT47dControlV0416102Dmso2AlnRep2.bb
850K	ChipSeq	Peaks	T-47D	HudsonAlpha	GSM803522	wgEncodeEH001602	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	718f7389957acdd664ad6430dd6f55cc	NA	2010-12-11	SL1881	Myers	NA	NA	DMSO_0.02pct	NA	p300	NA	exp	NA	v041610.2	SL2633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsT47dP300V0416102Dmso2AlnRep0_vs_wgEncodeHaibTfbsT47dControlV0416102Dmso2AlnRep2.bb
466K	ChipSeq	Peaks	U87	HudsonAlpha	GSM803372	wgEncodeEH001554	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	222fbd0eec621d605c62d3c59af93525	NA	2010-08-06	SL103	Myers	NA	NA	None	NA	NRSF	NA	exp	NA	PCR2x	SL88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsU87NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsU87ControlPcr2xAlnRep0.bb
2.0M	ChipSeq	Peaks	Fibrobl	UT-A	GSM822281	wgEncodeEH001127	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	0bb78b6a643c5f8e260b850641a10130	NA	2010-10-13	wgEncodeEH001128	Crawford	NA	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipFibroblCtcfAlnRep0_vs_wgEncodeOpenChromChipFibroblInputAlnRep1.bb
3.2M	ChipSeq	Peaks	Gliobla	UT-A	GSM822303	wgEncodeEH001135	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	940c8f40081ed866d735faf69f4f8c9e	NA	2010-10-20	wgEncodeEH001129	Crawford	NA	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipGlioblaCtcfAlnRep0_vs_wgEncodeOpenChromChipGlioblaInputAlnRep1.bb
834K	ChipSeq	Peaks	Gliobla	UT-A	GSM822302	wgEncodeEH001136	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	d9acfe16d787b1423460a9e2b395f225	NA	2011-01-17	wgEncodeEH001129	Crawford	NA	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipGlioblaPol2AlnRep0_vs_wgEncodeOpenChromChipGlioblaInputAlnRep1.bb
506K	ChipSeq	Peaks	GM12878	UT-A	GSM822290	wgEncodeEH000547	ENCODE June 2010 Freeze	PeakSeq	bigBed	cb9d45b4e51cab970305100a03b9a4c0	NA	2009-09-08	wgEncodeEH001129	Crawford	2010-06-02	NA	NA	NA	c-Myc	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipGm12878CmycAlnRep0_vs_wgEncodeOpenChromChipGm12878InputAlnRep1.bb
2.0M	ChipSeq	Peaks	GM12878	UT-A	GSM822312	wgEncodeEH000532	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	7172086ace46963be0fd9d5f3bf65b9b	NA	2010-10-01	wgEncodeEH000528	Crawford	NA	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipGm12878CtcfAlnRep0_vs_wgEncodeOpenChromChipGm12878InputAlnRep1.bb
898K	ChipSeq	Peaks	GM12878	UT-A	GSM822270	wgEncodeEH000592	ENCODE June 2010 Freeze	PeakSeq	bigBed	e0d99b540bfdf6faf8b116aade6101f7	NA	2009-12-23	wgEncodeEH000528	Crawford	2010-06-15	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipGm12878Pol2AlnRep0_vs_wgEncodeOpenChromChipGm12878InputAlnRep1.bb
386K	ChipSeq	Peaks	HeLa-S3	UT-A	GSM822286	wgEncodeEH000542	ENCODE June 2010 Freeze	PeakSeq	bigBed	1fdc237461ab52faa52f152a894cbe33	NA	2009-03-21	wgEncodeEH000539	Crawford	2010-06-16	NA	NA	NA	c-Myc	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHelas3CmycAlnRep0_vs_wgEncodeOpenChromChipHelas3InputAlnRep1.bb
2.7M	ChipSeq	Peaks	HeLa-S3	UT-A	GSM822285	wgEncodeEH000541	ENCODE June 2010 Freeze	PeakSeq	bigBed	263e26f8d6574fba64bd5a87b7974db3	NA	2009-03-21	wgEncodeEH000539	Crawford	2010-06-16	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHelas3CtcfAlnRep0_vs_wgEncodeOpenChromChipHelas3InputAlnRep1.bb
898K	ChipSeq	Peaks	HeLa-S3	UT-A	GSM822273	wgEncodeEH000597	ENCODE June 2010 Freeze	PeakSeq	bigBed	bcff3d1d9e7334bd2e4b4e4ea45b486e	NA	2009-12-28	wgEncodeEH000539	Crawford	2010-06-16	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHelas3Pol2AlnRep0_vs_wgEncodeOpenChromChipHelas3InputAlnRep1.bb
682K	ChipSeq	Peaks	HepG2	UT-A	GSM822291	wgEncodeEH000545	ENCODE June 2010 Freeze	PeakSeq	bigBed	c06bd6f36e66edc668cfa5092ae357c3	NA	2009-03-22	wgEncodeEH000538	Crawford	2010-06-16	NA	NA	NA	c-Myc	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHepg2CmycAlnRep0_vs_wgEncodeOpenChromChipHepg2InputAlnRep1.bb
2.0M	ChipSeq	Peaks	HepG2	UT-A	GSM822287	wgEncodeEH000543	ENCODE June 2010 Freeze	PeakSeq	bigBed	3ac6d023ca624ff1164ef44d204f4f92	NA	2009-03-21	wgEncodeEH000538	Crawford	2010-06-16	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHepg2CtcfAlnRep0_vs_wgEncodeOpenChromChipHepg2InputAlnRep1.bb
1.1M	ChipSeq	Peaks	HepG2	UT-A	GSM822284	wgEncodeEH000554	ENCODE June 2010 Freeze	PeakSeq	bigBed	e2d2e7d1baf4efee0222e89caf85f49a	NA	2009-09-29	wgEncodeEH000538	Crawford	2010-06-16	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHepg2Pol2AlnRep0_vs_wgEncodeOpenChromChipHepg2InputAlnRep1.bb
746K	ChipSeq	Peaks	HUVEC	UT-A	GSM822298	wgEncodeEH000561	ENCODE June 2010 Freeze	PeakSeq	bigBed	d5ce417ad3ad008648f56230abe1003b	NA	2009-10-01	wgEncodeEH000550	Crawford	2010-06-17	NA	NA	NA	c-Myc	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHuvecCmycAlnRep1_vs_wgEncodeOpenChromChipHuvecInputAlnRep1.bb
2.1M	ChipSeq	Peaks	HUVEC	UT-A	GSM822279	wgEncodeEH000551	ENCODE June 2010 Freeze	PeakSeq	bigBed	c44db3fdf282937dc2c0cd253525c133	NA	2009-09-25	wgEncodeEH000550	Crawford	2010-06-17	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHuvecCtcfAlnRep0_vs_wgEncodeOpenChromChipHuvecInputAlnRep1.bb
1.2M	ChipSeq	Peaks	HUVEC	UT-A	GSM822306	wgEncodeEH000552	ENCODE June 2010 Freeze	PeakSeq	bigBed	3ce438ed5e1f8002fa49a508afa1a60d	NA	2009-09-28	wgEncodeEH000550	Crawford	2010-06-17	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipHuvecPol2AlnRep0_vs_wgEncodeOpenChromChipHuvecInputAlnRep1.bb
914K	ChipSeq	Peaks	K562	UT-A	GSM822310	wgEncodeEH000536	ENCODE June 2010 Freeze	PeakSeq	bigBed	f391eff5e842e8ac968c4091684a4b94	NA	2009-03-20	wgEncodeEH000529	Crawford	2010-06-17	NA	NA	NA	c-Myc	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562CmycAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb
2.5M	ChipSeq	Peaks	K562	UT-A	GSM822311	wgEncodeEH000535	ENCODE June 2010 Freeze	PeakSeq	bigBed	ea46c00ff257c33a661e8132531f01f4	NA	2009-03-20	wgEncodeEH000529	Crawford	2011-01-12	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562CtcfAlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb
1.3M	ChipSeq	Peaks	K562	UT-A	GSM822275	wgEncodeEH000555	ENCODE June 2010 Freeze	PeakSeq	bigBed	b9201127d1116d819ef929dc4da490bf	NA	2009-09-29	wgEncodeEH000529	Crawford	2011-01-12	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipK562Pol2AlnRep0_vs_wgEncodeOpenChromChipK562InputAlnRep1.bb
1018K	ChipSeq	Peaks	MCF-7	UT-A	GSM822304	wgEncodeEH001134	post ENCODE June 2010 Freeze	PeakSeq	bigBed	c8a38b7755ee08a4454152a15dec6444	NA	2010-10-16	wgEncodeEH000589	Crawford	NA	NA	estrogen	NA	c-Myc	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipMcf7CmycEstroAlnRep0_vs_wgEncodeOpenChromChipMcf7InputAlnRep1.bb
1.9M	ChipSeq	Peaks	MCF-7	UT-A	GSM822301	wgEncodeEH001133	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	ee458756f1fd910c86ce3d89cdd515cf	NA	2010-10-16	wgEncodeEH000589	Crawford	NA	NA	vehicle	NA	c-Myc	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipMcf7CmycVehAlnRep0_vs_wgEncodeOpenChromChipMcf7InputAlnRep1.bb
2.9M	ChipSeq	Peaks	MCF-7	UT-A	GSM822305	wgEncodeEH000598	ENCODE June 2010 Freeze	PeakSeq	bigBed	7dc16fc3d7447d03a248460950627023	NA	2009-12-28	wgEncodeEH000589	Crawford	2010-06-17	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipMcf7CtcfAlnRep0_vs_wgEncodeOpenChromChipMcf7InputAlnRep1.bb
3.5M	ChipSeq	Peaks	MCF-7	UT-A	GSM822309	wgEncodeEH001131	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	ddeb9cddc902d3a279e69039351f4df8	NA	2010-10-16	wgEncodeEH000589	Crawford	NA	NA	estrogen	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipMcf7CtcfEstroAlnRep0_vs_wgEncodeOpenChromChipMcf7InputAlnRep1.bb
4.2M	ChipSeq	Peaks	MCF-7	UT-A	GSM822308	wgEncodeEH001132	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	252fb5852b6bea8085066307d8918ba3	NA	2010-10-16	wgEncodeEH000589	Crawford	NA	NA	vehicle	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipMcf7CtcfVehAlnRep0_vs_wgEncodeOpenChromChipMcf7InputAlnRep1.bb
962K	ChipSeq	Peaks	MCF-7	UT-A	GSM822295	wgEncodeEH001130	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	75d22e7899ae3ebe4bf91803b5efed7d	NA	2010-10-15	wgEncodeEH000589	Crawford	NA	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipMcf7Pol2AlnRep0_vs_wgEncodeOpenChromChipMcf7InputAlnRep1.bb
1.7M	ChipSeq	Peaks	ProgFib	UT-A	GSM822272	wgEncodeEH000600	ENCODE June 2010 Freeze	PeakSeq	bigBed	c6535763cca635271ee36a777382e49f	NA	2010-01-02	wgEncodeEH000593	Crawford	2010-06-19	NA	NA	NA	CTCF	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipProgfibCtcfAlnRep0_vs_wgEncodeOpenChromChipProgfibInputAlnRep1.bb
1.1M	ChipSeq	Peaks	ProgFib	UT-A	GSM822282	wgEncodeEH000606	ENCODE June 2010 Freeze	PeakSeq	bigBed	a3f62fc6e66871116d0f45c0369a8d27	NA	2010-01-10	wgEncodeEH000593	Crawford	2010-06-19	NA	NA	NA	Pol2	NA	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeOpenChromChipProgfibPol2AlnRep0_vs_wgEncodeOpenChromChipProgfibInputAlnRep1.bb
746K	ChipSeq	Peaks	GM10847	Stanford	GSM935527	wgEncodeEH000734	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	e9a6918fe01538756856c085b22bf52e	NA	2010-12-02	wgEncodeEH000770	Snyder	NA	NA	None	NA	NFKB	IgG-rab	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm10847NfkbIggrabAlnRep0_vs_wgEncodeSydhTfbsGm10847InputIggrabAlnRep0.bb
714K	ChipSeq	Peaks	GM10847	Stanford	GSM935389	wgEncodeEH000705	ENCODE Jan 2011 Freeze	PeakSeq	bigBed	69f1acf2edfabad437b66ea551f64566	NA	2010-12-02	wgEncodeEH000728	Snyder	NA	NA	None	NA	Pol2	IgG-mus	exp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm10847Pol2IggmusAlnRep1_vs_wgEncodeSydhTfbsGm10847InputIggmusAlnRep0.bb
