project	grant	lab	composite	dataType	view	cell	localization	rnaExtract	readType	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	geoSampleAccession	labExpId	bioRep	seqPlatform	spikeInPool	tableName	type	md5sum	size	labVersion	submittedDataVersion	labProtocolId	donorId	dateResubmitted	objStatus	sex	wgEncodeCshlLongRnaSeqSknshraCellPapFastqRd2Rep1	dccInternalNotes	filename
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsDeNovo	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000157	2012-05-30	2013-03-02	6982	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	NA	gff	bb143ed171896f4d9482682311ddd869	8.3M	iIDR	NA	NA	7F3771	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapExonsDeNovo.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsGencV7	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000157	2011-07-13	2012-04-13	4602	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	NA	gtf	83fb55788caab2446bc23ec61c8e3dda	19M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapExonsGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	HUVEC	nucleus	longPolyA	2x76D	3	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	1931	GSM758565	LID8690	029N	Illumina_GA2x	Nist14	NA	fastq	7ed2ed46ff604947962b20e0f1eb4d7f	7.7G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapFastqRd1Rep3.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	HUVEC	nucleus	longPolyA	2x76D	4	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	2408	GSM758565	LID8691	030N	Illumina_GA2x	Nist14	NA	fastq	9248b623fc8413362bff5189930a9747	7.3G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapFastqRd1Rep4.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	HUVEC	nucleus	longPolyA	2x76D	3	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	1931	GSM758565	LID8690	029N	Illumina_GA2x	Nist14	NA	fastq	b1d5a7e43bed034136263ca9e8af8fa3	7.9G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapFastqRd2Rep3.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	HUVEC	nucleus	longPolyA	2x76D	4	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	2408	GSM758565	LID8691	030N	Illumina_GA2x	Nist14	NA	fastq	bd6dfa99f526a85f1af11e1e7b9f61ca	7.4G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapFastqRd2Rep4.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneDeNovo	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2011-02-18	2011-11-18	3626	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	NA	gtf	24043528e409032124cf93d10c10b23a	3.5M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapGeneDeNovo.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneDeNovo	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000157	2012-07-16	2013-04-16	7495	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	NA	gff	bd7f35c262b86ae7723ef8c09e98ce85	3.3M	iIDR	V2 - New version of processing used.	029N+,030N+	7F3771	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapGeneDeNovoV2.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneGencV7	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000157	2011-07-13	2012-04-13	4602	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	NA	gtf	f84836d075ec0e3e7928c5cc5eef19df	2.0M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapGeneGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Junctions	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2011-02-18	2011-11-18	3626	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqHuvecNucleusPapJunctions	bedRnaElements	25f06a13a711d79db8eded5a00d6ebe5	12M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapJunctions.bedRnaElements.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	HUVEC	nucleus	longPolyA	2x76D	3	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	1931	GSM758565	LID8690	029N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep3	bigWig	9bb7e14c2274f8f28993cd24349047f2	1.1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep3.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	HUVEC	nucleus	longPolyA	2x76D	4	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	2408	GSM758565	LID8691	030N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep4	bigWig	2f82698d1775e449740c9ae9ae15181e	1.1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep4.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	HUVEC	nucleus	longPolyA	2x76D	3	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	1931	GSM758565	LID8690	029N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep3	bigWig	5f694c289513eb00eb3d3999a11b0bee	1.1G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep3.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	HUVEC	nucleus	longPolyA	2x76D	4	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2010-09-29	2011-06-29	2408	GSM758565	LID8691	030N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep4	bigWig	e77027eb545df7448794430f43bd9cbb	1.2G	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep4.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	HUVEC	nucleus	longPolyA	2x76D	3	ENCODE Mar 2012 Freeze	wgEncodeEH000157	2011-04-20	2012-01-20	3259	GSM758565	LID8690	029N	Illumina_GA2x	Nist14	NA	pdf	0d0e34011c5c529d797f70b9be089fd8	622K	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapProtocolRep3.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	HUVEC	nucleus	longPolyA	2x76D	4	ENCODE Mar 2012 Freeze	wgEncodeEH000157	2011-04-20	2012-01-20	3259	GSM758565	LID8691	030N	Illumina_GA2x	Nist14	NA	pdf	2774866fa52662dbba39263d7240a031	624K	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapProtocolRep4.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	HUVEC	nucleus	longPolyA	2x76D	3	ENCODE Mar 2012 Freeze	wgEncodeEH000157	2011-06-08	2012-03-08	4293	GSM758565	LID8690	029N	Illumina_GA2x	Nist14	NA	spikeins	55ba0bffd40a5f0c8ac9c2c365fe8c97	146M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapSpikeinsRep3.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	HUVEC	nucleus	longPolyA	2x76D	4	ENCODE Mar 2012 Freeze	wgEncodeEH000157	2011-06-08	2012-03-08	4210	GSM758565	LID8691	030N	Illumina_GA2x	Nist14	NA	spikeins	67477602838d3fdcddef6a0226ad0773	162M	NA	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapSpikeinsRep4.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptDeNovo	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Jan 2011 Freeze	wgEncodeEH000157	2011-02-18	2011-11-18	3626	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	NA	gtf	fe7dd11e4cbae9687fe487bee0a229fd	25M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapTranscriptDeNovo.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptDeNovo	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH000157	2012-07-16	2013-04-16	7495	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	NA	gtf	ab4a67f0f16a9689aec56e35d55a96f2	3.8M	iIDR	V2 - New version of processing used.	029N+,030N+	7F3771	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapTranscriptDeNovoV2.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptGencV7	HUVEC	nucleus	longPolyA	2x76D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH000157	2011-07-13	2012-04-13	4602	GSM758565	LID8690,LID8691	029N,030N	Illumina_GA2x	Nist14	wgEncodeCshlLongRnaSeqHuvecNucleusPapTranscriptGencV7	gtf	77d15f80bf2e74cd547562b857747ba1	5.0M	iIDR	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHuvecNucleusPapTranscriptGencV7.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	HVMF	cell	total	2x101D	1	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-24	5872	NA	LID47249	051WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalAlnRep1	bam	f3792d45f5ad602f338c7d06514acd01	27G	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalAlnRep1.bam
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	HVMF	cell	total	2x101D	1	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-24	5872	NA	LID47249	051WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalAlnRep1	bai	6fb64cd41b487645e7c6833ae765aef4	8.9M	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalAlnRep1.bam.bai
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	HVMF	cell	total	2x101D	1	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-24	5872	GSM984619	LID47249	051WC	Illumina_HiSeq_2000	Nist13	NA	fastq	69a28f1a1e7de04910f9ca726b74b973	17G	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalFastqRd1Rep1.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	HVMF	cell	total	2x101D	1	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-24	5872	GSM984619	LID47249	051WC	Illumina_HiSeq_2000	Nist13	NA	fastq	c8fd867bdcd582e26de34e9609e11e39	17G	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalFastqRd2Rep1.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	HVMF	cell	total	2x101D	1	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-24	5872	GSM984619	LID47249	051WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalMinusRep1	bigWig	3e2041453c0d38e51c4f857fd97a3a53	250M	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalMinusRep1.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	HVMF	cell	total	2x101D	1	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-24	5872	GSM984619	LID47249	051WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalPlusRep1	bigWig	2527edba3d1c39b3f047fe57336de4c2	261M	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalPlusRep1.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	HVMF	cell	total	2x101D	1	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-24	5872	GSM984619	LID47249	051WC	Illumina_HiSeq_2000	Nist13	NA	spikeins	2b4589f48459b15327e7cdba217ec878	242M	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf60912033CellTotalSpikeinsRep1.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	HVMF	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-25	5873	NA	LID47250	052WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalAlnRep2	bam	a9ea2945de2240919312372788fb51d3	27G	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalAlnRep2.bam
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	HVMF	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-25	5873	NA	LID47250	052WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalAlnRep2	bai	e22df7fb88e7b8a0b75c266049c9facd	9.4M	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalAlnRep2.bam.bai
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	HVMF	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-25	5873	GSM984619	LID47250	052WC	Illumina_HiSeq_2000	Nist13	NA	fastq	3f2007b8e32e6a09a7e928d27bed3681	17G	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalFastqRd1Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	HVMF	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-25	5873	GSM984619	LID47250	052WC	Illumina_HiSeq_2000	Nist13	NA	fastq	25b624f5cb3ce6d110c197f59f4ff22d	17G	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalFastqRd2Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	HVMF	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-25	5873	GSM984619	LID47250	052WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalMinusRep2	bigWig	9a973fa4c7c04c86a8502f0ac71d10b8	305M	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalMinusRep2.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	HVMF	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-25	5873	GSM984619	LID47250	052WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalPlusRep2	bigWig	723a1ff758643b94b77012f135f3f919	317M	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalPlusRep2.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Spikeins	HVMF	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-02-25	2012-11-25	5873	GSM984619	LID47250	052WC	Illumina_HiSeq_2000	Nist13	NA	spikeins	0418e019b875c73444b9dd23b5732e0c	226M	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmf61004013CellTotalSpikeinsRep2.spikeins
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Contigs	HVMF	cell	total	2x101D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH002681	2012-03-16	2012-12-16	6023	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmfCellTotalContigs	bedRnaElements	e6d126bf198473ab5655b8f6305e75ea	35M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalContigs.bedRnaElements.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsDeNovo	HVMF	cell	total	2x101D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH002681	2012-05-30	2013-03-02	6990	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	NA	gff	2c34da5467204c2a820ae298e2c83dca	22M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalExonsDeNovo.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	ExonsGencV10	HVMF	cell	total	2x101D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-03-27	2012-12-27	6369	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	NA	gtf	6db7bfac7e87e539b20f8edea5e5d7ad	20M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalExonsGencV10.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneDeNovo	HVMF	cell	total	2x101D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH002681	2012-07-16	2013-04-16	7407	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	NA	gff	e26415474ea78606061aa83e4af4d812	8.0M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalGeneDeNovo.gff.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	GeneGencV10	HVMF	cell	total	2x101D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-03-27	2012-12-27	6369	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	NA	gtf	0f28fea44d27e0b029131ba5c32ee92d	1.9M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalGeneGencV10.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Junctions	HVMF	cell	total	2x101D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-03-16	2012-12-16	6061	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmfCellTotalJunctions	bedRnaElements	7a842320f87147a60b39f1a7bd889a28	13M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalJunctions.bedRnaElements.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	HVMF	cell	total	2x101D	1	ENCODE Jul 2012 Freeze	wgEncodeEH002681	2012-04-27	2013-01-27	6893	GSM984619	LID47249	051WC	Illumina_HiSeq_2000	Nist13	NA	pdf	4605be57d0e022ce3392af5c4bc5d959	299K	NA	NA	NA	6091203.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalProtocolRep1.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Protocol	HVMF	cell	total	2x101D	2	ENCODE Jul 2012 Freeze	wgEncodeEH002681	2012-04-27	2013-01-27	6873	GSM984619	LID47250	052WC	Illumina_HiSeq_2000	Nist13	NA	pdf	1c5bd7bffd386531b70275488471ef46	292K	NA	NA	NA	6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalProtocolRep2.pdf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptDeNovo	HVMF	cell	total	2x101D	NA	ENCODE Jul 2012 Freeze	wgEncodeEH002681	2012-07-16	2013-04-16	7407	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	NA	gtf	8b84f4de17fea730660a37ef955ded08	8.7M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalTranscriptDeNovo.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	TranscriptGencV10	HVMF	cell	total	2x101D	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002681	2012-03-27	2012-12-27	6369	GSM984619	LID47249,LID47250	051WC,052WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHvmfCellTotalTranscriptGencV10	gtf	a33a5df94b83618dc52fbff4b903d66a	4.9M	iIDR	NA	NA	6091203.3,6100401.3	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHvmfCellTotalTranscriptGencV10.gtf.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	HWP	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002682	2012-02-25	2012-11-25	5875	NA	LID47255	080WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHwp0092205CellTotalAlnRep2	bam	eae75cd92dce55a50271ae098acd1a34	21G	NA	NA	NA	0092205	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHwp0092205CellTotalAlnRep2.bam
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	Alignments	HWP	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002682	2012-02-25	2012-11-25	5875	NA	LID47255	080WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHwp0092205CellTotalAlnRep2	bai	c709a63e0706034a49cae1880c98110a	8.4M	NA	NA	NA	0092205	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHwp0092205CellTotalAlnRep2.bam.bai
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd1	HWP	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002682	2012-02-25	2012-11-25	5875	GSM984620	LID47255	080WC	Illumina_HiSeq_2000	Nist13	NA	fastq	032e6d3b4a480bddd205b261841a05d5	13G	NA	NA	NA	0092205	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHwp0092205CellTotalFastqRd1Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	FastqRd2	HWP	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002682	2012-02-25	2012-11-25	5875	GSM984620	LID47255	080WC	Illumina_HiSeq_2000	Nist13	NA	fastq	dcea0f6b6e368339b14d8dd0491e79bf	13G	NA	NA	NA	0092205	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHwp0092205CellTotalFastqRd2Rep2.fastq.gz
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	MinusSignal	HWP	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002682	2012-02-25	2012-11-25	5875	GSM984620	LID47255	080WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHwp0092205CellTotalMinusRep2	bigWig	bea04004b3cfdd3c13bc4eb98f7893f4	193M	NA	NA	NA	0092205	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHwp0092205CellTotalMinusRep2.bigWig
wgEncode	Gingeras	CSHL	wgEncodeCshlLongRnaSeq	RnaSeq	PlusSignal	HWP	cell	total	2x101D	2	ENCODE Mar 2012 Freeze	wgEncodeEH002682	2012-02-25	2012-11-25	5875	GSM984620	LID47255	080WC	Illumina_HiSeq_2000	Nist13	wgEncodeCshlLongRnaSeqHwp0092205CellTotalPlusRep2	bigWig	9c56404fa16845cd13f99d59cbbf69ab	199M	NA	NA	NA	0092205	NA	NA	NA	NA	NA	wgEncodeCshlLongRnaSeqHwp0092205CellTotalPlusRep2.bigWig
