project	grant	lab	composite	dataType	view	cell	treatment	antibody	control	replicate	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	type	md5sum	size	geoSampleAccession	labVersion	tableName	origAssembly	dateResubmitted	objStatus	submittedDataVersion	softwareVersion	filename
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	JunD	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH001801	2010-06-11	2011-03-11	1347	exp	wgEncodeEH001791	bam	3cff6651108929f365503d64cd2280ac	374M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	JunD	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH001801	2010-06-11	2011-03-11	1347	exp	wgEncodeEH001791	bai	a6dc2cda4698d15916eb04323954383c	5.8M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	JunD	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH001801	2010-06-11	2011-03-11	1347	exp	wgEncodeEH001791	bam	44916f3e36f0dc44c4e207cf551a0089	338M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	JunD	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH001801	2010-06-11	2011-03-11	1347	exp	wgEncodeEH001791	bai	1af6bebe2ef6333756b67b0d5bc9e5e3	5.8M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	HepG2	None	JunD	IgG-rab	NA	ENCODE June 2010 Freeze	wgEncodeEH001801	2010-06-11	2011-03-11	1347	exp	wgEncodeEH001791	narrowPeak	92ab81d030febbb2cad08ff35f2dcb2e	1.5M	GSM935649	PeakSeq1.0	wgEncodeSydhTfbsHepg2JundIggrabPk	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	JunD	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH001801	2010-06-11	2011-03-11	1347	exp	wgEncodeEH001791	fastq	b293dce4351a3e8b34ef2e304a04abe9	948M	GSM935649	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	JunD	IgG-rab	2	ENCODE June 2010 Freeze	wgEncodeEH001801	2010-06-11	2011-03-11	1347	exp	wgEncodeEH001791	fastq	719f62c511b163712d2e50219cb826f0	685M	GSM935649	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	HepG2	None	JunD	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001801	2010-12-06	2011-09-06	3072	exp	wgEncodeEH001791	bigWig	f0adffcf3f0f7736a19be1619c2a8f20	422M	GSM935649	PeakSeq1.0	wgEncodeSydhTfbsHepg2JundIggrabSig	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2JundIggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafF_(M8194)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	bam	51883ae3abea90c75583f89338e8dcda	461M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafF_(M8194)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	bai	1050b5d4bfebb22fc5a490faf589a11a	5.9M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafF_(M8194)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	bam	edee083c05ec98294b6ef00888002f02	230M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafF_(M8194)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	bai	8c60a24a895a2d3ecfb85252a65a47ad	5.7M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	HepG2	None	MafF_(M8194)	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	narrowPeak	c467f2b0360a8de6a8ddab64185d3919	1.7M	GSM935306	PeakSeq1.0	wgEncodeSydhTfbsHepg2Maffm8194IggrabPk	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MafF_(M8194)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	fastq	09e237f8c4cd5ab486cfd5f660fb7c27	940M	GSM935306	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MafF_(M8194)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	fastq	c15e0f6b5b288c46086d9f49a1a71dfa	1.1G	GSM935306	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	HepG2	None	MafF_(M8194)	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001841	2011-01-18	2011-10-18	3320	exp	wgEncodeEH001791	bigWig	6f6a72fe48cf4264ece2a6146ae0ddc3	301M	GSM935306	PeakSeq1.0	wgEncodeSydhTfbsHepg2Maffm8194IggrabSig	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Maffm8194IggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(ab50322)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	bam	611a221f6e4c64f65d308d740d29e637	596M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(ab50322)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	bai	77b5fb74cea6045b369f2ba8c578b4a7	6.0M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(ab50322)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	bam	63356c8b75b3c5d0843dd214cc60267b	599M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(ab50322)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	bai	25da43ceda4160363d5a4c457541184b	6.0M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	HepG2	None	MafK_(ab50322)	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	narrowPeak	565c0774327c72e96483e6fe37d81984	2.7M	GSM935305	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mafkab50322IggrabPk	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MafK_(ab50322)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	fastq	16ac8536ae171cea76eab0481d3497e8	1.4G	GSM935305	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MafK_(ab50322)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	fastq	c52f4461f37d955a63889c624b5dc844	1.3G	GSM935305	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	HepG2	None	MafK_(ab50322)	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001842	2011-01-18	2011-10-18	3321	exp	wgEncodeEH001791	bigWig	30c7efdb9cb534718169e2e119221833	447M	GSM935305	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mafkab50322IggrabSig	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafkab50322IggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(SC-477)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	bam	b728f18bfa20d4ac67ab667f7a06b047	508M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(SC-477)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	bai	0a51c7ebc3e60afdd437fa8e696c824f	5.9M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(SC-477)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	bam	4d96f81bd85a20866030cad2353f919c	518M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MafK_(SC-477)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	bai	49e3e7780e39249bbcc7b7e5086180a9	6.0M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	HepG2	None	MafK_(SC-477)	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	narrowPeak	a0f1f24b7c01d13cd3937e0694b10898	2.0M	GSM935610	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mafksc477IggrabPk	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MafK_(SC-477)	IgG-rab	1	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	fastq	a76974536fe1b18f6fcc451d3222f806	1.1G	GSM935610	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabRawDataRep1.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MafK_(SC-477)	IgG-rab	2	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	fastq	c5c88ec1f1a4cd4575d1f15a577db3b8	1011M	GSM935610	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabRawDataRep2.fastq.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	HepG2	None	MafK_(SC-477)	IgG-rab	NA	ENCODE Jan 2011 Freeze	wgEncodeEH001850	2011-01-19	2011-10-18	3331	exp	wgEncodeEH001791	bigWig	186913bd2f0a965e7e43a00baadab31b	400M	GSM935610	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mafksc477IggrabSig	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mafksc477IggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Max	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	bam	e3742e68330cedf0a82dcd8e389fb38e	461M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Max	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	bai	b079c615d4b0320d345c7700c5dd8e22	5.9M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Max	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	bam	dfdd6a04d074b1367b07ef4d377d1777	392M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Max	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	bai	34817db9a484d6a0e0d8a885bd240e33	5.9M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	HepG2	None	Max	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	narrowPeak	01cade399426ccaecc92a62b376c3d68	739K	GSM935406	PeakSeq1.0	wgEncodeSydhTfbsHepg2MaxIggrabPk	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	Max	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	fastq	38cc0db319d27983162cbd4f7c3eba42	868M	GSM935406	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabRawDataRep1.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	Max	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	fastq	208c0dd70c2a009eb2f3aaca1525b2d9	649M	GSM935406	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabRawDataRep2.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	HepG2	None	Max	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002796	2011-09-28	2012-06-28	4913	exp	wgEncodeEH001791	bigWig	0c93b7c6ce110ce6f59d1fef8b1daa97	326M	GSM935406	PeakSeq1.0	wgEncodeSydhTfbsHepg2MaxIggrabSig	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2MaxIggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MAZ_(ab85725)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	bam	abaa8e440ca29cfa082a6df9dbab2488	493M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MAZ_(ab85725)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	bai	ea23c01e0cceb4a2414b7816d575a24b	5.9M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MAZ_(ab85725)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	bam	1253530cf07497df90ea330e265ee647	481M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	MAZ_(ab85725)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	bai	d6982b3792134345531255adaa728eea	5.9M	NA	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	HepG2	None	MAZ_(ab85725)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	narrowPeak	d1d56afcd597d7fc7fc1c8893588d2f7	1005K	GSM935335	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mazab85725IggrabPk	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MAZ_(ab85725)	IgG-rab	1	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	fastq	b91e9f9446671a91f400d21c94e867d9	1.1G	GSM935335	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabRawDataRep1.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	MAZ_(ab85725)	IgG-rab	2	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	fastq	8b574fd01070460bb4dd4c457458c771	1.1G	GSM935335	NA	NA	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabRawDataRep2.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	HepG2	None	MAZ_(ab85725)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002860	2012-02-28	2012-11-28	5467	exp	wgEncodeEH001791	bigWig	a5423c783360ed31a82a043c7e8f774d	356M	GSM935335	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mazab85725IggrabSig	NA	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mazab85725IggrabSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Mxi1_(AF4185)	std	1	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	bam	2c7ea251ab65d724cf70e1c740346efb	350M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Mxi1_(AF4185)	std	1	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	bai	d79ddf602cfb3b89ee052403f70dd510	5.8M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdAlnRep1.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Mxi1_(AF4185)	std	2	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	bam	54b6d4a3f6d8269e7cc80ea3b0a930af	513M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdAlnRep2.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Mxi1_(AF4185)	std	2	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	bai	9db874d2b33939f5e9b5b433bcb34c2f	5.9M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdAlnRep2.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Mxi1_(AF4185)	std	3	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	bam	67e6cbfa20fd0983da6037fd8d24d4a0	471M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdAlnRep3.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Mxi1_(AF4185)	std	3	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	bai	68f316b061d7aa7a3c30e35fcb984015	5.9M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdAlnRep3.bam.bai
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Peaks	HepG2	None	Mxi1_(AF4185)	std	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	narrowPeak	e2694b488344f37776c7a7be622a183c	614K	GSM935437	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mxi1StdPk	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdPk.narrowPeak.gz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	Mxi1_(AF4185)	std	1	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	fastq	9a5fe1bc0fa337a91490db641d482f0e	625M	GSM935437	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdRawDataRep1.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	Mxi1_(AF4185)	std	2	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	fastq	e6d3956a83f543a21b6230583b4b1846	1.1G	GSM935437	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdRawDataRep2.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	RawData	HepG2	None	Mxi1_(AF4185)	std	3	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	fastq	287e7567c58cf76f443875f04259ae8c	963M	GSM935437	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdRawDataRep3.fastq.tgz
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Signal	HepG2	None	Mxi1_(AF4185)	std	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002029	2011-06-29	2012-03-29	4457	exp	wgEncodeEH000674	bigWig	6c08fdc1ffa52e818a9aa91c80b2858a	475M	GSM935437	PeakSeq1.0	wgEncodeSydhTfbsHepg2Mxi1StdSig	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Mxi1StdSig.bigWig
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Nrf1	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH001802	2010-06-11	2011-03-11	1348	exp	wgEncodeEH001791	bam	a6f9c491c4ec5ed3cbcc886922b992c3	354M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep1.bam
wgEncode	Snyder	Stanford	wgEncodeSydhTfbs	ChipSeq	Alignments	HepG2	None	Nrf1	IgG-rab	1	ENCODE June 2010 Freeze	wgEncodeEH001802	2010-06-11	2011-03-11	1348	exp	wgEncodeEH001791	bai	1af9eff8768de8bb016e71a41175bd18	5.8M	NA	NA	NA	hg19	NA	NA	NA	NA	wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep1.bam.bai
